253914-0,B马棚户区-HLHF-1,15113-129,B马金银叶小区-HLHF-2,9.95
259779-2,B马千秋小学-HLHF-3,15116-129,B马天禾小区-HLHF-2,9.95
253895-0,B马福聚德美化塔-HLHF-1,259772-2,B马红盾宾馆-HLHF-3,9.95
273937-128,A池洪阳吴庄隧道西口-HLHF-1,124689-1,A池洪阳五庄-HLHF-2,9.95
253905-1,B马凯瑞彩钢厂-HLHF-2,5641-128,B马地税局西-HLHF-1,9.95
253929-1,B马五一宾馆-HLHF-2,124898-1,B马310国道煤场-HLHF-2,9.94
253892-0,B马电业局-HLHF-1,15579-129,B马机电厂-HLHF-2,9.94
259761-0,B马毛沟棚户区-HLHF-1,259584-3,B马红土坡-HLHF-4,9.94
253898-1,B马郭庄村委大队部-HLHF-2,253936-1,B马银杏路-HLHF-2,9.94
253908-1,B马连银三区-HLHF-2,15513-128,A池铁索沟-HLHF-1,9.94
253904-0,B马锦江国际美化塔-HLHF-1,253901-1,B马华山路-HLHF-2,9.94
259654-1,A池仰韶镇政府-HLHF-2,253922-1,B马千秋煤矿-HLHF-2,9.94
7202-130,H霍A池张沟村南-HLHF-3,253934-2,B马义渑快速通道美化塔-HLHF-3,9.94
253890-2,B马大鸿泰美化塔-HLHF-3,253916-1,B马汽车站-HLHF-2,9.94
253912-0,B马龙山街-HLHF-1,253908-1,B马连银三区-HLHF-2,9.94
253892-0,B马电业局-HLHF-1,253926-0,B马水利局-HLHF-1,9.94
253771-1,A池电厂-HLHF-2,253796-0,A池尼桑汽修-HLHF-1,9.94
259772-0,B马红盾宾馆-HLHF-1,253902-0,B马建材市场-HLHF-1,9.94
259721-0,A池天池-HLHF-1,253909-1,B马连银小区-HLHF-2,9.94
47444-1,A池西阳街-HLHF-2,259654-2,A池仰韶镇政府-HLHF-3,9.94
15496-129,B马民俗村-HLHF-2,15496-128,B马民俗村-HLHF-1,9.94
259598-2,A池峪沟-HLHF-3,253819-0,A池仰韶花园-HLHF-1,9.94
259594-1,A池洪阳街-HLHF-2,253909-2,B马连银小区-HLHF-3,9.94
124688-0,A池店沟-HLHF-1,236141-1,G安刘扬F-HLH-2,9.93
5660-130,B马跃进机关楼-HLHF-3,253928-1,B马文武学校-HLHF-2,9.93
15514-129,B马东工地大剧院-HLHF-2,47468-1,B马东区小学-HLHF-2,9.93
253914-0,B马棚户区-HLHF-1,253914-1,B马棚户区-HLHF-2,9.93
253912-2,B马龙山街-HLHF-3,253894-1,B马东马岭-HLHF-2,9.93
124678-0,A池东坡头-HLHF-1,15339-129,A池杨树洼-HLHF-2,9.93
253931-0,B马西工区-HLHF-1,253927-2,B马体育公园美化塔-HLHF-3,9.93
124685-2,A池东段村-HLHF-3,124924-2,B马香山南街-HLHF-3,9.93
124674-2,A池苏门-HLHF-3,47446-2,A池仰韶-HLHF-3,9.93
15484-130,A池潘桃-HLHF-3,253906-1,B马狂口-HLHF-2,9.93
253910-1,B马梁沟-HLHF-2,15297-128,A池郭家坑-HLHF-1,9.93
253900-0,B马鸿泰量贩-HLHF-1,253937-0,B马跃进煤矿-HLHF-1,9.93
253918-1,B马千秋-HLHF-2,15116-130,B马天禾小区-HLHF-3,9.93
253893-0,B马东海大酒店-HLHF-1,7400-129,B马二高-HLHF-2,9.93
259594-1,A池洪阳街-HLHF-2,7197-129,H霍A池洪阳镇电管所-HLHF-2,9.93
259782-0,B马千秋煤矿农场-HLHF-1,253914-1,B马棚户区-HLHF-2,9.93
124711-1,B马石门村-HLHF-2,253922-1,B马千秋煤矿-HLHF-2,9.93
259654-2,A池仰韶镇政府-HLHF-3,15582-129,A池瑞雪铝厂-HLHF-2,9.92
273928-130,A池南坻坞村-HLHF-3,273933-128,A池长岭村-HLHF-1,9.92
253900-0,B马鸿泰量贩-HLHF-1,15114-128,B马兴苑小区-HLHF-1,9.92
253941-2,B马中澜化工-HLHF-3,253916-2,B马汽车站-HLHF-3,9.92
15115-128,B马三十里铺陶瓷城-HLHF-1,124678-2,A池东坡头-HLHF-3,9.92
15310-129,A池孟东矿-HLHF-2,124675-0,A池南涧-HLHF-1,9.92
5662-130,A池仰韶酒厂-HLHF-3,253807-2,A池物资局-HLHF-3,9.92
124923-0,B马东苗元-HLHF-1,15487-129,A池杜沟-HLHF-2,9.92
259772-2,B马红盾宾馆-HLHF-3,253935-2,B马银杏公园-HLHF-3,9.92
15472-130,A池苏门南-HLHF-3,253819-1,A池仰韶花园-HLHF-2,9.92
259772-0,B马红盾宾馆-HLHF-1,253891-0,B马电视台-HLHF-1,9.92
253909-0,B马连银小区-HLHF-1,253924-0,B马生态公园-HLHF-1,9.92
253907-1,B马老局-HLHF-2,253907-0,B马老局-HLHF-1,9.92
253936-2,B马银杏路-HLHF-3,259775-2,B马幸福里-HLHF-3,9.91
253936-0,B马银杏路-HLHF-1,253932-2,B马西郭庄-HLHF-3,9.91
253912-1,B马龙山街-HLHF-2,253899-2,B马洪庆公园-HLHF-3,9.91
253899-2,B马洪庆公园-HLHF-3,253912-0,B马龙山街-HLHF-1,9.91
15291-129,A池大水沟-HLHF-2,15483-130,A池贺庄-HLHF-3,9.91
47459-1,A池热能公司-HLHF-2,259598-2,A池峪沟-HLHF-3,9.91
253890-2,B马大鸿泰美化塔-HLHF-3,253936-1,B马银杏路-HLHF-2,9.91
253890-2,B马大鸿泰美化塔-HLHF-3,253796-2,A池尼桑汽修-HLHF-3,9.91
253949-0,B马常村-HLHF-1,5660-128,B马跃进机关楼-HLHF-1,9.91
124911-0,A池野狐沟-HLHF-1,15471-129,A池韶华村-HLHF-2,9.91
253895-1,B马福聚德美化塔-HLHF-2,253927-1,B马体育公园美化塔-HLHF-2,9.91
253908-1,B马连银三区-HLHF-2,15592-129,B马石佛二-HLHF-2,9.91
238397-0,B马新大楼-HLHF-1,253921-0,B马千秋路广告牌-HLHF-1,9.91
253917-1,B马汽修厂-HLHF-2,253929-2,B马五一宾馆-HLHF-3,9.91
124924-1,B马香山南街-HLHF-2,15513-129,A池铁索沟-HLHF-2,9.91
253907-0,B马老局-HLHF-1,15121-130,A池万洋国际-HLHF-3,9.91
253917-2,B马汽修厂-HLHF-3,15479-129,A池竹峪-HLHF-2,9.91
15487-129,A池杜沟-HLHF-2,259598-2,A池峪沟-HLHF-3,9.91
253928-0,B马文武学校-HLHF-1,253914-1,B马棚户区-HLHF-2,9.91
124898-1,B马310国道煤场-HLHF-2,253933-1,B马西裴村-HLHF-2,9.91
15472-128,A池苏门南-HLHF-1,253940-2,B马质检局-HLHF-3,9.91
253929-1,B马五一宾馆-HLHF-2,253929-0,B马五一宾馆-HLHF-1,9.9
15113-128,B马金银叶小区-HLHF-1,15116-129,B马天禾小区-HLHF-2,9.9
253899-2,B马洪庆公园-HLHF-3,253932-2,B马西郭庄-HLHF-3,9.9
259712-1,A池仁村-HLHF-2,124678-1,A池东坡头-HLHF-2,9.9
124712-1,B马二十里铺-HLHF-2,259598-2,A池峪沟-HLHF-3,9.9
15290-128,A池崔门-HLHF-1,253939-0,B马振兴化工厂-HLHF-1,9.9
15480-129,A池贾沟-HLHF-2,259659-0,A池笃忠卫生院-HLHF-1,9.9
15117-128,B马千秋四组-HLHF-1,253936-1,B马银杏路-HLHF-2,9.9
253926-1,B马水利局-HLHF-2,253892-1,B马电业局-HLHF-2,9.9
253923-2,B马荣华宾馆-HLHF-3,253907-0,B马老局-HLHF-1,9.9
47459-2,A池热能公司-HLHF-3,15510-128,A池荆村-HLHF-1,9.9
124685-2,A池东段村-HLHF-3,15513-128,A池铁索沟-HLHF-1,9.9
273934-128,A池雷沟-HLHF-1,273934-130,A池雷沟-HLHF-3,9.89
259598-2,A池峪沟-HLHF-3,15471-128,A池韶华村-HLHF-1,9.89
253894-1,B马东马岭-HLHF-2,253937-1,B马跃进煤矿-HLHF-2,9.89
124688-1,A池店沟-HLHF-2,124688-0,A池店沟-HLHF-1,9.89
253940-1,B马质检局-HLHF-2,15113-130,B马金银叶小区-HLHF-3,9.89
7202-129,H霍A池张沟村南-HLHF-2,7202-128,H霍A池张沟村南-HLHF-1,9.89
15329-130,A池陶村-HLHF-3,259779-0,B马千秋小学-HLHF-1,9.89
259778-2,B马华丰机械-HLHF-3,124818-0,B马礼召-HLHF-1,9.89
7400-129,B马二高-HLHF-2,259772-2,B马红盾宾馆-HLHF-3,9.89
253895-1,B马福聚德美化塔-HLHF-2,253916-1,B马汽车站-HLHF-2,9.89
124923-1,B马东苗元-HLHF-2,259584-2,B马红土坡-HLHF-3,9.89
124685-2,A池东段村-HLHF-3,124685-1,A池东段村-HLHF-2,9.89
15322-128,A池山韭沟-HLHF-1,253788-0,A池金玫瑰大酒店-HLHF-1,9.89
124711-1,B马石门村-HLHF-2,253914-0,B马棚户区-HLHF-1,9.89
15307-128,A池马沟-HLHF-1,15301-128,A池胡疙瘩-HLHF-1,9.89
253902-1,B马建材市场-HLHF-2,253791-0,A池礼泉小区-HLHF-1,9.89
253909-1,B马连银小区-HLHF-2,253908-1,B马连银三区-HLHF-2,9.89
124687-0,A池堤坞-HLHF-1,253932-0,B马西郭庄-HLHF-1,9.89
15114-128,B马兴苑小区-HLHF-1,124898-1,B马310国道煤场-HLHF-2,9.89
259654-0,A池仰韶镇政府-HLHF-1,5681-129,A池茹窑-HLHF-2,9.88
124697-2,A池堡后-HLHF-3,124697-1,A池堡后-HLHF-2,9.88
253933-1,B马西裴村-HLHF-2,253814-0,A池新华书店-HLHF-1,9.88
259772-2,B马红盾宾馆-HLHF-3,47444-0,A池西阳街-HLHF-1,9.88
253934-2,B马义渑快速通道美化塔-HLHF-3,259598-2,A池峪沟-HLHF-3,9.88
253918-0,B马千秋-HLHF-1,15116-130,B马天禾小区-HLHF-3,9.88
253796-0,A池尼桑汽修-HLHF-1,15125-129,A池五里河加油站-HLHF-2,9.88
15117-130,B马千秋四组-HLHF-3,47444-2,A池西阳街-HLHF-3,9.88
15513-128,A池铁索沟-HLHF-1,15513-130,A池铁索沟-HLHF-3,9.88
253907-1,B马老局-HLHF-2,253890-1,B马大鸿泰美化塔-HLHF-2,9.88
253928-2,B马文武学校-HLHF-3,253912-1,B马龙山街-HLHF-2,9.88
15307-129,A池马沟-HLHF-2,15482-129,A池水泉洼-HLHF-2,9.88
5662-128,A池仰韶酒厂-HLHF-1,253797-1,A池人民医院-HLHF-2,9.88
253900-0,B马鸿泰量贩-HLHF-1,253898-1,B马郭庄村委大队部-HLHF-2,9.87
259598-2,A池峪沟-HLHF-3,253774-0,A池二高-HLHF-1,9.87
47459-2,A池热能公司-HLHF-3,15511-128,A池耿村食堂-HLHF-1,9.87
259761-1,B马毛沟棚户区-HLHF-2,7199-128,H霍义渑界-HLHF-1,9.87
253908-1,B马连银三区-HLHF-2,124818-1,B马礼召-HLHF-2,9.87
259654-2,A池仰韶镇政府-HLHF-3,5681-128,A池茹窑-HLHF-1,9.87
253927-2,B马体育公园美化塔-HLHF-3,253907-2,B马老局-HLHF-3,9.87
15479-130,A池竹峪-HLHF-3,124713-1,B马河口村-HLHF-2,9.87
15427-128,B马鑫星煤矿-HLHF-1,15481-128,A池石泉-HLHF-1,9.87
124818-1,B马礼召-HLHF-2,15113-130,B马金银叶小区-HLHF-3,9.87
15486-130,A池义昌煤厂-HLHF-3,47470-2,B马南河-HLHF-3,9.87
273928-130,A池南坻坞村-HLHF-3,253949-0,B马常村-HLHF-1,9.87
273934-130,A池雷沟-HLHF-3,253792-1,A池林业局-HLHF-2,9.87
253929-0,B马五一宾馆-HLHF-1,253909-2,B马连银小区-HLHF-3,9.87
253929-0,B马五一宾馆-HLHF-1,253923-2,B马荣华宾馆-HLHF-3,9.87
15476-129,A池康洼-HLHF-2,15477-129,A池陈沟-HLHF-2,9.86
253918-2,B马千秋-HLHF-3,253917-0,B马汽修厂-HLHF-1,9.86
253924-0,B马生态公园-HLHF-1,253914-1,B马棚户区-HLHF-2,9.86
259721-0,A池天池-HLHF-1,253940-2,B马质检局-HLHF-3,9.86
5662-130,A池仰韶酒厂-HLHF-3,7203-129,H霍A池东官庄村北-HLHF-2,9.86
259598-2,A池峪沟-HLHF-3,253895-1,B马福聚德美化塔-HLHF-2,9.86
259655-0,A池仰韶贺滹沱-HLHF-1,124813-0,A池乔岭-HLHF-1,9.86
253911-1,B马梁沟社区-HLHF-2,253918-2,B马千秋-HLHF-3,9.86
124694-0,A池气象局-HLHF-1,5681-128,A池茹窑-HLHF-1,9.86
15114-128,B马兴苑小区-HLHF-1,259598-2,A池峪沟-HLHF-3,9.86
253898-2,B马郭庄村委大队部-HLHF-3,253806-0,A池五里河-HLHF-1,9.86
15291-130,A池大水沟-HLHF-3,253941-1,B马中澜化工-HLHF-2,9.86
47467-0,B马常村派出所-HLHF-1,15301-128,A池胡疙瘩-HLHF-1,9.86
15485-129,A池德厚-HLHF-2,253818-2,A池仰韶大酒店-HLHF-3,9.86
259779-1,B马千秋小学-HLHF-2,15116-129,B马天禾小区-HLHF-2,9.85
7400-130,B马二高-HLHF-3,253780-2,A池黄河路-HLHF-3,9.85
253901-0,B马华山路-HLHF-1,253906-1,B马狂口-HLHF-2,9.85
253898-0,B马郭庄村委大队部-HLHF-1,7201-128,B马高速公路一煤厂二-HLHF-1,9.85
124923-1,B马东苗元-HLHF-2,253922-1,B马千秋煤矿-HLHF-2,9.85
15117-128,B马千秋四组-HLHF-1,259779-2,B马千秋小学-HLHF-3,9.85
253949-2,B马常村-HLHF-3,253949-0,B马常村-HLHF-1,9.85
253902-2,B马建材市场-HLHF-3,253906-0,B马狂口-HLHF-1,9.85
253910-2,B马梁沟-HLHF-3,15117-130,B马千秋四组-HLHF-3,9.85
253910-2,B马梁沟-HLHF-3,253786-1,A池交警队-HLHF-2,9.85
253929-0,B马五一宾馆-HLHF-1,253922-0,B马千秋煤矿-HLHF-1,9.85
274161-128,B马二十里铺二-HLHF-1,253922-1,B马千秋煤矿-HLHF-2,9.85
274161-128,B马二十里铺二-HLHF-1,259598-2,A池峪沟-HLHF-3,9.85
238397-0,B马新大楼-HLHF-1,253930-130,B马水厂-HLHF-3,9.85
15117-130,B马千秋四组-HLHF-3,253912-0,B马龙山街-HLHF-1,9.85
253913-1,B马裴村-HLHF-2,253922-0,B马千秋煤矿-HLHF-1,9.85
253915-1,B马汽车城-HLHF-2,259682-2,B马毛沟-HLHF-3,9.84
15114-129,B马兴苑小区-HLHF-2,253924-1,B马生态公园-HLHF-2,9.84
253786-1,A池交警队-HLHF-2,47434-2,A池耿村-HLHF-3,9.84
15472-130,A池苏门南-HLHF-3,124674-1,A池苏门-HLHF-2,9.84
15307-129,A池马沟-HLHF-2,253940-2,B马质检局-HLHF-3,9.84
15311-130,A池庙东洼-HLHF-3,15294-130,A池杜村沟-HLHF-3,9.84
253901-2,B马华山路-HLHF-3,5641-128,B马地税局西-HLHF-1,9.84
7197-129,H霍A池洪阳镇电管所-HLHF-2,253929-1,B马五一宾馆-HLHF-2,9.84
259721-1,A池天池-HLHF-2,124924-2,B马香山南街-HLHF-3,9.84
124674-0,A池苏门-HLHF-1,5681-128,A池茹窑-HLHF-1,9.84
253899-0,B马洪庆公园-HLHF-1,253937-0,B马跃进煤矿-HLHF-1,9.84
253919-0,B马千秋村-HLHF-1,124923-0,B马东苗元-HLHF-1,9.84
47440-0,A池铝电集团-HLHF-1,253819-1,A池仰韶花园-HLHF-2,9.84
253928-1,B马文武学校-HLHF-2,253929-0,B马五一宾馆-HLHF-1,9.84
47440-2,A池铝电集团-HLHF-3,253813-2,A池新华街-HLHF-3,9.84
253910-0,B马梁沟-HLHF-1,259584-3,B马红土坡-HLHF-4,9.84
15516-128,B马常村矿医院-HLHF-1,253933-2,B马西裴村-HLHF-3,9.84
7401-128,A池新房-HLHF-1,47443-2,A池塔泥-HLHF-3,9.84
253939-1,B马振兴化工厂-HLHF-2,253903-2,B马交警队-HLHF-3,9.84
15307-129,A池马沟-HLHF-2,124678-1,A池东坡头-HLHF-2,9.84
253900-1,B马鸿泰量贩-HLHF-2,15116-129,B马天禾小区-HLHF-2,9.84
124678-0,A池东坡头-HLHF-1,259779-0,B马千秋小学-HLHF-1,9.84
15514-129,B马东工地大剧院-HLHF-2,124687-1,A池堤坞-HLHF-2,9.83
7401-130,A池新房-HLHF-3,5641-130,B马地税局西-HLHF-3,9.83
253949-0,B马常村-HLHF-1,15307-128,A池马沟-HLHF-1,9.83
253914-1,B马棚户区-HLHF-2,253892-0,B马电业局-HLHF-1,9.83
253934-0,B马义渑快速通道美化塔-HLHF-1,253930-128,B马水厂-HLHF-1,9.83
15487-129,A池杜沟-HLHF-2,15486-128,A池义昌煤厂-HLHF-1,9.83
5660-128,B马跃进机关楼-HLHF-1,259782-1,B马千秋煤矿农场-HLHF-2,9.83
253937-1,B马跃进煤矿-HLHF-2,124898-0,B马310国道煤场-HLHF-1,9.83
15480-128,A池贾沟-HLHF-1,15322-128,A池山韭沟-HLHF-1,9.83
259655-1,A池仰韶贺滹沱-HLHF-2,253789-2,A池老畜牧局-HLHF-3,9.83
273937-129,A池洪阳吴庄隧道西口-HLHF-2,11429-130,G安玉梅F-HLH-3,9.83
253928-2,B马文武学校-HLHF-3,253900-1,B马鸿泰量贩-HLHF-2,9.83
47440-0,A池铝电集团-HLHF-1,253789-2,A池老畜牧局-HLHF-3,9.83
274161-128,B马二十里铺二-HLHF-1,253929-0,B马五一宾馆-HLHF-1,9.82
5662-128,A池仰韶酒厂-HLHF-1,253934-0,B马义渑快速通道美化塔-HLHF-1,9.82
124673-1,A池张沟村-HLHF-2,7202-129,H霍A池张沟村南-HLHF-2,9.82
7197-128,H霍A池洪阳镇电管所-HLHF-1,7199-128,H霍义渑界-HLHF-1,9.82
124697-0,A池堡后-HLHF-1,246335-1,G安铁门镇F-HLH-2,9.82
253895-1,B马福聚德美化塔-HLHF-2,253895-0,B马福聚德美化塔-HLHF-1,9.82
15290-128,A池崔门-HLHF-1,47459-2,A池热能公司-HLHF-3,9.82
15115-128,B马三十里铺陶瓷城-HLHF-1,47468-1,B马东区小学-HLHF-2,9.82
253927-2,B马体育公园美化塔-HLHF-3,253914-2,B马棚户区-HLHF-3,9.82
253771-1,A池电厂-HLHF-2,253901-2,B马华山路-HLHF-3,9.82
259598-2,A池峪沟-HLHF-3,15474-128,A池徐家寨-HLHF-1,9.82
253912-0,B马龙山街-HLHF-1,253892-2,B马电业局-HLHF-3,9.82
259775-2,B马幸福里-HLHF-3,253921-0,B马千秋路广告牌-HLHF-1,9.81
253796-2,A池尼桑汽修-HLHF-3,124911-2,A池野狐沟-HLHF-3,9.81
273933-129,A池长岭村-HLHF-2,15297-130,A池郭家坑-HLHF-3,9.81
15486-128,A池义昌煤厂-HLHF-1,124684-0,A池东张村-HLHF-1,9.81
47443-0,A池塔泥-HLHF-1,253819-1,A池仰韶花园-HLHF-2,9.81
124813-1,A池乔岭-HLHF-2,253797-0,A池人民医院-HLHF-1,9.81
253906-0,B马狂口-HLHF-1,253895-2,B马福聚德美化塔-HLHF-3,9.81
253902-1,B马建材市场-HLHF-2,259584-3,B马红土坡-HLHF-4,9.81
259721-1,A池天池-HLHF-2,253936-0,B马银杏路-HLHF-1,9.81
253906-2,B马狂口-HLHF-3,253892-2,B马电业局-HLHF-3,9.81
274161-129,B马二十里铺二-HLHF-2,15322-130,A池山韭沟-HLHF-3,9.81
253940-2,B马质检局-HLHF-3,253941-0,B马中澜化工-HLHF-1,9.81
15301-128,A池胡疙瘩-HLHF-1,259781-0,B马怡馨家园-HLHF-1,9.81
273937-129,A池洪阳吴庄隧道西口-HLHF-2,124677-0,A池高岭-HLHF-1,9.8
5660-129,B马跃进机关楼-HLHF-2,124676-2,A池峪洞-HLHF-3,9.8
253923-1,B马荣华宾馆-HLHF-2,253811-2,A池镶春莲花-HLHF-3,9.8
124812-2,A池高村-HLHF-3,253934-2,B马义渑快速通道美化塔-HLHF-3,9.8
15113-128,B马金银叶小区-HLHF-1,47432-1,A池笃中-HLHF-2,9.8
253771-1,A池电厂-HLHF-2,124812-1,A池高村-HLHF-2,9.8
15516-129,B马常村矿医院-HLHF-2,15516-128,B马常村矿医院-HLHF-1,9.8
253930-130,B马水厂-HLHF-3,259775-2,B马幸福里-HLHF-3,9.8
124688-0,A池店沟-HLHF-1,253928-1,B马文武学校-HLHF-2,9.8
253917-1,B马汽修厂-HLHF-2,15117-130,B马千秋四组-HLHF-3,9.8
253905-0,B马凯瑞彩钢厂-HLHF-1,253905-1,B马凯瑞彩钢厂-HLHF-2,9.8
47467-1,B马常村派出所-HLHF-2,253912-1,B马龙山街-HLHF-2,9.8
259598-2,A池峪沟-HLHF-3,124683-0,A池甘涧-HLHF-1,9.8
15114-130,B马兴苑小区-HLHF-3,253924-2,B马生态公园-HLHF-3,9.8
253796-2,A池尼桑汽修-HLHF-3,15125-129,A池五里河加油站-HLHF-2,9.8
253892-1,B马电业局-HLHF-2,253902-2,B马建材市场-HLHF-3,9.8
253921-1,B马千秋路广告牌-HLHF-2,253906-2,B马狂口-HLHF-3,9.8
15472-130,A池苏门南-HLHF-3,259598-2,A池峪沟-HLHF-3,9.8
